"date","latitude","longitude","userID","num.mymon.obsd","city","state","region"
2013-11-23,19.3010969,-99.0968193,"obsr232966",15,"Mexico City","Mexico City","Central"
2013-11-26,25.805725,-100.317031,"manuelnevarez",NA,"General Escobedo","Nuevo Leon","North"
2013-11-30,19.2875702,-99.111228,"obsr44779",11,"Mexico City","Mexico City","Central"
2013-11-30,31.8517525,-116.6256237,"obsr540736",1,"Ensenada","Baja California","Baja"
2013-12-01,19.2919773,-99.0963364,"obsr428676",10,"Mexico City","Mexico City","Central"
2013-12-01,19.2919773,-99.0963364,"obsr341477",10,"Mexico City","Mexico City","Central"
2013-12-01,19.2919773,-99.0963364,"obsr327061",10,"Mexico City","Mexico City","Central"
2013-12-01,19.2919773,-99.0963364,"obsr134199",8,"Mexico City","Mexico City","Central"
2013-12-01,19.2919773,-99.0963364,"obsr131936",8,"Mexico City","Mexico City","Central"
2013-12-02,20.7327476,-103.3850669,"obsr284729",5,"Zapopan","Jalisco","South"
2013-12-03,19.351,-99.12124,"clubdepatos",NA,"Mexico City","Mexico City","Central"
2013-12-03,19.3542443,-99.1320527,"obsr438616",2,"Mexico City","Mexico City","Central"
2013-12-03,19.3542443,-99.1320527,"obsr438463",2,"Mexico City","Mexico City","Central"
2013-12-03,19.3542443,-99.1320527,"obsr44243",2,"Mexico City","Mexico City","Central"
2013-12-04,19.3736023,-99.0343331,"obsr415391",NA,"Mexico City","Mexico City","Central"
2013-12-05,19.2919773,-99.0963364,"obsr415391",NA,"Mexico City","Mexico City","Central"
2013-12-07,19.0282843,-98.1855458,"obsr435849",10,"Puebla","Puebla","Central"
2013-12-10,19.3983486,-99.0607005,"obsr426755",2,"Mexico City","Mexico City","Central"
2013-12-11,24.145561,-110.3417659,"obsr426587",3,"La Paz B.C.S","Baja California Sur","Baja"
2013-12-15,19.2720703,-99.0624762,"obsr232966",2,"Mexico City","Mexico City","Central"
2013-12-15,19.2720703,-99.0624762,"obsr415391",2,"Mexico City","Mexico City","Central"
2013-12-15,19.2720703,-99.0624762,"obsr331950",2,"Mexico City","Mexico City","Central"
2013-12-15,19.2720703,-99.0624762,"obsr356191",2,"Mexico City","Mexico City","Central"
2013-12-16,19.2919773,-99.0963364,"obsr341477",NA,"Mexico City","Mexico City","Central"
2013-12-16,19.2919773,-99.0963364,"obsr346299",NA,"Mexico City","Mexico City","Central"
2013-12-22,24.097872,-110.370541,"jromeoti",NA,"La Paz B.C.S","Baja California Sur","Baja"
2013-12-25,27.9609358,-114.0563679,"obsr621928",10,"Guerrero Negro","Baja California Sur","Baja"
2013-12-25,27.9609358,-114.0563679,"obsr320179",10,"Guerrero Negro","Baja California Sur","Baja"
2013-12-28,19.4339104,-99.0555668,"obsr134199",4,"Mexico City","Mexico City","Central"
2013-12-29,19.2875702,-99.111228,"obsr232966",NA,"Mexico City","Mexico City","Central"
2013-12-29,19.3010969,-99.0968193,"obsr232966",NA,"Mexico City","Mexico City","Central"
2014-01-03,20.705283,-103.393434,"obsr102247",5,"Guadalajara","Jalisco","South"
2014-01-05,19.2720703,-99.0624762,"obsr356191",NA,"Mexico City","Mexico City","Central"
2014-01-06,21.1792002,-101.6870768,"obsr49601",NA,"Leon","Guanajuato","Central"
2014-01-10,19.24194,-98.99472,"obsr426755",5,"Mexico City","Mexico City","Central"
2014-01-11,19.2813618,-99.1052198,"obsr44243",NA,"Mexico City","Mexico City","Central"
2014-01-11,19.2813618,-99.1052198,"obsr232966",NA,"Mexico City","Mexico City","Central"
2014-01-11,19.2720703,-99.0624762,"obsr44243",NA,"Mexico City","Mexico City","Central"
2014-01-11,19.2720703,-99.0624762,"obsr232966",NA,"Mexico City","Mexico City","Central"
2014-01-12,19.2919773,-99.0963364,"obsr131936",11,"Mexico City","Mexico City","Central"
2014-01-12,19.2919773,-99.0963364,"obsr134199",11,"Mexico City","Mexico City","Central"
2014-01-16,19.2949017,-99.0945446,"obsr341477",5,"Mexico City","Mexico City","Central"
2014-01-16,19.3021499,-99.0938152,"obsr341477",22,"Mexico City","Mexico City","Central"
2014-01-17,19.2919773,-99.0963364,"obsr331950",2,"Mexico City","Mexico City","Central"
2014-01-17,19.3010989,-99.0934181,"obsr331950",2,"Mexico City","Mexico City","Central"
2014-01-18,19.3010989,-99.0934181,"obsr205667",14,"Mexico City","Mexico City","Central"
2014-01-18,19.3010989,-99.0934181,"obsr135493",14,"Mexico City","Mexico City","Central"
2014-01-18,19.2720703,-99.0624762,"obsr452316",NA,"Mexico City","Mexico City","Central"
2014-01-18,19.2720703,-99.0624762,"obsr341477",NA,"Mexico City","Mexico City","Central"
2014-01-18,19.2720703,-99.0624762,"obsr331950",NA,"Mexico City","Mexico City","Central"
2014-01-19,17.0167065,-96.7220235,"obsr229665",18,"Huajuapan","Oaxaca","South"
2014-01-19,19.2840461,-99.047327,"obsr446177",20,"Mexico City","Mexico City","Central"
2014-01-19,19.2840461,-99.047327,"obsr331950",20,"Mexico City","Mexico City","Central"
2014-01-22,19.2720703,-99.0624762,"obsr232966",NA,"Mexico City","Mexico City","Central"
2014-01-22,19.2720703,-99.0624762,"obsr44243",NA,"Mexico City","Mexico City","Central"
2014-01-25,19.3099283,-99.0966797,"obsr135493",25,"Mexico City","Mexico City","Central"
2014-01-25,19.3099283,-99.0966797,"obsr205667",25,"Mexico City","Mexico City","Central"
2014-01-26,19.3010989,-99.0934181,"obsr356191",2,"Mexico City","Mexico City","Central"
2014-01-26,19.4243335,-99.1344452,"obsr44243",2,"Mexico City","Mexico City","Central"
2014-01-26,20.7406279,-103.3854979,"obsr284729",5,"Zapopan","Jalisco","South"
2014-01-27,16.9997064,-96.7218411,"obsr331950",NA,"Huajuapan","Oaxaca","South"
2014-01-27,17.001255,-96.7204142,"obsr134199",2,"Huajuapan","Oaxaca","South"
2014-01-29,19.3273668,-99.0950543,"obsr347955",7,"Mexico City","Mexico City","Central"
2014-01-29,19.4682916,-99.1977882,"obsr44243",4,"Mexico City","Mexico City","Central"
2014-01-29,19.5167575,-99.1679192,"obsr49601",16,"Tlalnepantla","Mexico","Central"
2014-02-02,19.3099283,-99.0966797,"obsr508332",30,"Mexico City","Mexico City","Central"
2014-02-02,19.3099283,-99.0966797,"obsr131936",30,"Mexico City","Mexico City","Central"
2014-02-02,19.3099283,-99.0966797,"obsr331950",30,"Mexico City","Mexico City","Central"
2014-02-02,24.145561,-110.3417659,"obsr426587",2,"La Paz B.C.S","Baja California Sur","Baja"
2014-02-05,19.469547,-99.191479,"marco-reyes",NA,"Mexico City","Mexico City","Central"
2014-02-09,19.2663231,-99.0073085,"obsr462961",1,"Mexico City","Mexico City","Central"
2014-02-09,19.2663231,-99.0073085,"obsr325077",1,"Mexico City","Mexico City","Central"
2014-02-09,19.2919773,-99.0963364,"obsr44779",38,"Mexico City","Mexico City","Central"
2014-02-14,25.533,-103.435,"obsr131262",2,"Torreon","Coahuila","North"
2014-02-15,19.5248877,-96.8780637,"obsr161836",5,"Xalapa ","Veracruz","South"
2014-02-16,20.5999,-100.425,"obsr326198",12,"Santiago de Queretaro","Queretaro","Central"
2014-02-23,19.2919773,-99.0963364,"obsr131936",30,"Mexico City","Mexico City","Central"
2014-02-23,19.2720703,-99.0624762,"obsr44243",NA,"Mexico City","Mexico City","Central"
2014-02-27,20.5054958,-100.8009338,"obsr161836",2,"Celaya","Guanajuato","Central"
2014-02-28,19.174839,-98.228527,"israel_montiel",NA,"Xicohtzinco","Tlaxcala","Central"
2014-03-01,19.499547,-99.2102337,"obsr280570",3,"Mexico City","Mexico City","Central"
2014-03-02,27.9666658,-114.0504456,"obsr320158",12,"Guerrero Negro","Baja California Sur","Baja"
2014-03-05,19.3736023,-99.0343331,"obsr415391",NA,"Mexico City","Mexico City","Central"
2014-03-09,19.2919773,-99.0963364,"obsr331950",1,"Mexico City","Mexico City","Central"
2014-03-09,19.2919773,-99.0963364,"obsr446177",1,"Mexico City","Mexico City","Central"
2014-03-09,19.3099283,-99.0966797,"obsr331950",13,"Mexico City","Mexico City","Central"
2014-03-09,19.3099283,-99.0966797,"obsr446177",13,"Mexico City","Mexico City","Central"
2014-03-09,19.4131049,-99.0676545,"obsr565318",NA,"Mexico City","Mexico City","Central"
2014-03-11,19.2784154,-99.043293,"obsr232966",9,"Mexico City","Mexico City","Central"
2014-03-11,19.2720703,-99.0624762,"obsr232966",NA,"Mexico City","Mexico City","Central"
2014-03-13,19.2919773,-99.0963364,"obsr232966",NA,"Mexico City","Mexico City","Central"
2014-03-13,19.3010969,-99.0968193,"obsr232966",NA,"Mexico City","Mexico City","Central"
2014-03-16,19.4243335,-99.1344452,"obsr232966",6,"Mexico City","Mexico City","Central"
2014-03-16,19.4243335,-99.1344452,"obsr356191",6,"Mexico City","Mexico City","Central"
2014-03-16,31.848558,-116.5724516,"obsr443956",1,"Ensenada","Baja California","Baja"
2014-03-16,20.5596801,-99.9506993,"obsr284411",NA,"Tequisquiapan","Queretaro","Central"
2014-03-17,20.5999126,-100.4253153,"obsr326198",2,"Santiago de Queretaro","Queretaro","Central"
2014-03-24,19.2982332,-99.1086048,"obsr280693",3,"Mexico City","Mexico City","Central"
2014-03-26,19.166667,-98.233333,"israel_montiel",NA,"Xicohtzinco","Tlaxcala","Central"
2014-03-28,19.325736,-98.94747,"obsr51325",2,"Ixtapaluca","Mexico","Central"
2014-03-31,19.4698973,-99.0763485,"obsr93932",2,"Mexico City","Mexico City","Central"
2014-03-31,19.4698973,-99.0763485,"obsr49359",2,"Mexico City","Mexico City","Central"
2014-04-05,19.2919773,-99.0963364,"obsr515703",4,"Mexico City","Mexico City","Central"
2014-04-07,19.4196696,-99.088043,"obsr426755",4,"Mexico City","Mexico City","Central"
2014-04-07,19.4600777,-99.0741706,"obsr426755",9,"Mexico City","Mexico City","Central"
2014-04-15,19.24622,-99.59088,"Manuel Becerril Gonz�lez",NA,"Metepec","Mexico","Central"
2014-04-15,19.2640625,-99.5945835,"obsr44779",3,"Metepec","Mexico","Central"
2014-04-15,19.2949017,-99.0945446,"obsr341477",15,"Mexico City","Mexico City","Central"
2014-04-15,19.2949017,-99.0945446,"obsr508392",15,"Mexico City","Mexico City","Central"
2014-04-15,19.20178,-99.6459,"Manuel Becerril Gonz�lez",NA,"Calimaya","Mexico","Central"
2014-04-15,19.2720703,-99.0624762,"obsr439758",NA,"Mexico City","Mexico City","Central"
2014-04-15,19.2720703,-99.0624762,"obsr331950",NA,"Mexico City","Mexico City","Central"
2014-04-15,19.2720703,-99.0624762,"obsr446177",NA,"Mexico City","Mexico City","Central"
2014-04-17,19.2919773,-99.0963364,"obsr131936",NA,"Mexico City","Mexico City","Central"
2014-04-17,19.2919773,-99.0963364,"obsr508334",NA,"Mexico City","Mexico City","Central"
2014-04-17,19.3010989,-99.0934181,"obsr331950",25,"Mexico City","Mexico City","Central"
2014-04-18,18.7835228,-99.229956,"obsr426755",2,"Xochitepec","Morelos","Central"
2014-04-19,19.2840461,-99.047327,"obsr446177",3,"Mexico City","Mexico City","Central"
2014-04-19,19.2919773,-99.0963364,"obsr331950",9,"Mexico City","Mexico City","Central"
2014-04-20,16.9404452,-96.7286646,"obsr229665",2,"Zaachila","Oaxaca","South"
2014-04-20,19.4998689,-99.2104053,"obsr139960",4,"Mexico City","Mexico City","Central"
2014-04-21,19.3835018,-99.0594323,"obsr44779",1,"Mexico City","Mexico City","Central"
2014-04-22,19.3835018,-99.0594323,"obsr44779",2,"Mexico City","Mexico City","Central"
2014-04-24,19.4978058,-99.143039,"obsr426755",30,"Mexico City","Mexico City","Central"
2014-04-27,20.593214,-100.408706,"ale",NA,"Santiago de Queretaro","Queretaro","Central"
2014-04-29,25.4170084,-101.0023323,"obsr88294",10,"Saltillo","Coahuila","North"
2014-04-30,19.2949017,-99.0945446,"obsr508392",20,"Mexico City","Mexico City","Central"
2014-04-30,19.2949017,-99.0945446,"obsr341477",20,"Mexico City","Mexico City","Central"
2014-05-02,19.152722,-96.106943,"martinsv",NA,"Veracruz","Veracruz","South"
2014-05-04,19.2919773,-99.0963364,"obsr648283",6,"Mexico City","Mexico City","Central"
2014-05-04,19.2919773,-99.0963364,"obsr341477",6,"Mexico City","Mexico City","Central"
2014-05-04,19.2919773,-99.0963364,"obsr519025",6,"Mexico City","Mexico City","Central"
2014-05-04,19.2919773,-99.0963364,"obsr134199",6,"Mexico City","Mexico City","Central"
2014-05-04,19.2919773,-99.0963364,"obsr331950",6,"Mexico City","Mexico City","Central"
2014-05-04,19.3021999,-99.0961862,"obsr341477",8,"Mexico City","Mexico City","Central"
2014-05-04,19.3021999,-99.0961862,"obsr134199",8,"Mexico City","Mexico City","Central"
2014-05-04,19.3021999,-99.0961862,"obsr331950",8,"Mexico City","Mexico City","Central"
2014-05-05,24.1508066,-110.3351381,"obsr467108",2,"La Paz B.C.S","Baja California Sur","Baja"
2014-05-05,24.1556818,-110.3251362,"obsr320179",1,"La Paz B.C.S","Baja California Sur","Baja"
2014-05-05,24.1556818,-110.3251362,"obsr621928",1,"La Paz B.C.S","Baja California Sur","Baja"
2014-05-07,20.61218,-100.40807,"obsr284411",NA,"Santiago de Queretaro","Queretaro","Central"
2014-05-11,19.2813321,-99.1007996,"obsr428545",32,"Mexico City","Mexico City","Central"
2014-05-11,19.2919773,-99.0963364,"obsr327061",12,"Mexico City","Mexico City","Central"
2014-05-11,19.2919773,-99.0963364,"obsr428545",12,"Mexico City","Mexico City","Central"
2014-05-11,19.2919773,-99.0963364,"obsr446177",12,"Mexico City","Mexico City","Central"
2014-05-11,19.2816561,-99.0831184,"obsr356191",NA,"Mexico City","Mexico City","Central"
2014-05-13,19.2919773,-99.0963364,"obsr44779",8,"Mexico City","Mexico City","Central"
2014-05-17,19.2919773,-99.0963364,"obsr446177",3,"Mexico City","Mexico City","Central"
2014-05-18,19.2919773,-99.0963364,"obsr44779",20,"Mexico City","Mexico City","Central"
2014-05-20,19.27306,-99.12267,"Luis Rodriguez",NA,"Mexico City","Mexico City","Central"
2014-05-24,19.37957,-99.04522,"Juan Cruzado Cort�s",NA,"Mexico City","Mexico City","Central"
2014-05-25,19.4683726,-99.1941833,"obsr49601",NA,"Mexico City","Mexico City","Central"
2014-05-25,24.168564,-110.3105235,"obsr429716",1,"La Paz B.C.S","Baja California Sur","Baja"
2014-05-25,24.168564,-110.3105235,"obsr494646",1,"La Paz B.C.S","Baja California Sur","Baja"
2014-05-27,20.7039,-103.98373,"Julio Alejandro �lvarez Ruiz",NA,"Ahualulco de Mercado","Jalisco","South"
2014-05-28,19.5006106,-99.142745,"obsr44779",2,"Mexico City","Mexico City","Central"
2014-06-03,19.2875702,-99.111228,"obsr232966",NA,"Mexico City","Mexico City","Central"
2014-06-03,19.3010969,-99.0968193,"obsr232966",3,"Mexico City","Mexico City","Central"
2014-06-03,18.927427,-98.1721544,"obsr446177",1,"Puebla","Puebla","Central"
2014-06-10,19.3059997,-99.0997589,"obsr426755",1,"Mexico City","Mexico City","Central"
2014-06-12,19.2906606,-99.2232918,"obsr44779",2,"Mexico City","Mexico City","Central"
2014-06-14,19.2720703,-99.0624762,"obsr134199",NA,"Mexico City","Mexico City","Central"
2014-06-14,19.2720703,-99.0624762,"obsr331950",NA,"Mexico City","Mexico City","Central"
2014-06-16,19.3133304,-99.198904,"obsr44779",1,"Mexico City","Mexico City","Central"
2014-06-19,19.2720703,-99.0624762,"obsr426755",11,"Mexico City","Mexico City","Central"
2014-06-19,19.2720703,-99.0624762,"obsr426755",4,"Mexico City","Mexico City","Central"
2014-06-19,19.2720703,-99.0624762,"obsr426755",11,"Mexico City","Mexico City","Central"
2014-06-19,19.2720703,-99.0624762,"obsr331950",5,"Mexico City","Mexico City","Central"
2014-06-19,19.2720703,-99.0624762,"obsr515703",4,"Mexico City","Mexico City","Central"
2014-06-28,19.2919773,-99.0963364,"obsr439758",NA,"Mexico City","Mexico City","Central"
2014-06-28,19.2919773,-99.0963364,"obsr515703",NA,"Mexico City","Mexico City","Central"
2014-06-28,19.2919773,-99.0963364,"obsr331950",NA,"Mexico City","Mexico City","Central"
2014-06-28,19.3010989,-99.0934181,"obsr331950",NA,"Mexico City","Mexico City","Central"
2014-06-28,19.3010989,-99.0934181,"obsr515703",NA,"Mexico City","Mexico City","Central"
2014-07-01,19.3133304,-99.198904,"obsr44779",1,"Mexico City","Mexico City","Central"
2014-07-03,28.6539205,-106.0831583,"obsr432081",6,"Chihuahua","Chihuahua","North"
2014-07-05,19.4714985,-99.1036091,"obsr49359",12,"Mexico City","Mexico City","Central"
2014-07-05,19.4714985,-99.1036091,"obsr93932",12,"Mexico City","Mexico City","Central"
2014-07-09,19.34233,-98.95544,"Carlos Galindo-Leal",NA,"La Paz Mex.","Mexico","Central"
2014-07-09,20.6930966,-105.2936769,"obsr414086",2,"Nuevo Vallarta","Nayarit","North"
2014-07-09,24.0266475,-104.686811,"obsr243104",1,"Durango","Durango","North"
2014-07-09,24.0266475,-104.686811,"obsr268163",1,"Durango","Durango","North"
2014-07-10,20.6930966,-105.2936769,"obsr414086",2,"Nuevo Vallarta","Nayarit","North"
2014-07-10,20.6930966,-105.2936769,"obsr554712",2,"Nuevo Vallarta","Nayarit","North"
2014-07-11,19.4978058,-99.143039,"obsr426755",30,"Mexico City","Mexico City","Central"
2014-07-14,19.2919773,-99.0963364,"obsr44779",8,"Mexico City","Mexico City","Central"
2014-07-14,20.6930966,-105.2936769,"obsr414086",2,"Nuevo Vallarta","Nayarit","North"
2014-07-14,20.69827,-105.29238,"Jose Antonio Robles Martinez",NA,"Nuevo Vallarta","Nayarit","North"
2014-07-15,19.2949017,-99.0945446,"obsr508392",NA,"Mexico City","Mexico City","Central"
2014-07-15,19.2949017,-99.0945446,"obsr426755",NA,"Mexico City","Mexico City","Central"
2014-07-17,19.029097,-98.185973,"joanroma",NA,"Puebla","Puebla","Central"
2014-07-17,19.0306215,-98.1851317,"obsr414086",28,"Puebla","Puebla","Central"
2014-07-19,19.499442,-99.209829,"juancarlosgarciamorales1",NA,"Mexico City","Mexico City","Central"
2014-07-21,19.4600777,-99.0741706,"obsr426755",16,"Mexico City","Mexico City","Central"
2014-07-26,27.9666658,-114.0504456,"obsr320158",9,"Guerrero Negro","Baja California Sur","Baja"
2014-07-28,21.1792002,-101.6870768,"obsr49601",NA,"Leon","Guanajuato","Central"
2014-07-29,19.3418309,-99.1974168,"obsr134199",1,"Mexico City","Mexico City","Central"
2014-07-30,19.3133304,-99.198904,"obsr44779",1,"Mexico City","Mexico City","Central"
2014-08-11,31.848558,-116.5724516,"obsr443956",1,"Ensenada","Baja California","Baja"
2014-08-13,19.3133304,-99.198904,"obsr44779",1,"Mexico City","Mexico City","Central"
2014-08-16,19.28753,-99.221789,"lizardc",NA,"Mexico City","Mexico City","Central"
2014-08-16,19.34147,-99.17468,"Gonzalo Zepeda Mart�nez",NA,"Mexico City","Mexico City","Central"
2014-08-19,19.3133304,-99.198904,"obsr44779",1,"Mexico City","Mexico City","Central"
2014-08-19,19.34147,-99.17468,"Gonzalo Zepeda Mart�nez",NA,"Mexico City","Mexico City","Central"
2014-08-23,19.2813618,-99.1052198,"obsr446177",10,"Mexico City","Mexico City","Central"
2014-08-24,20.5674657,-100.4234934,"obsr353464",6,"Santiago de Queretaro","Queretaro","Central"
2014-08-24,20.5674657,-100.4234934,"obsr621928",6,"Santiago de Queretaro","Queretaro","Central"
2014-08-27,27.9666658,-114.0504456,"obsr320158",6,"Guerrero Negro","Baja California Sur","Baja"
2014-08-29,27.9666658,-114.0504456,"obsr320158",11,"Guerrero Negro","Baja California Sur","Baja"
2014-08-30,19.4600777,-99.0741706,"obsr426755",20,"Mexico City","Mexico City","Central"
2014-08-31,19.400484,-99.073804,"itzmelanie",NA,"Mexico City","Mexico City","Central"
2014-09-01,19.47959,-99.075361,"alfonsoroller",NA,"Mexico City","Mexico City","Central"
2014-09-01,24.100066,-110.3149223,"obsr535410",1,"La Paz B.C.S","Baja California Sur","Baja"
2014-09-01,24.1008495,-110.3150403,"obsr341946",3,"La Paz B.C.S","Baja California Sur","Baja"
2014-09-03,29.0819762,-110.9632874,"obsr539952",4,"Hermosillo","Sonora","North"
2014-09-05,29.08249,-110.96816,"Julieta Robles",NA,"Hermosillo","Sonora","North"
2014-09-05,20.4988874,-99.9087238,"obsr284411",5,"Tequisquiapan","Queretaro","Central"
2014-09-05,20.4988874,-99.9087238,"obsr523171",5,"Tequisquiapan","Queretaro","Central"
2014-09-07,17.0167065,-96.7220235,"obsr229665",6,"Huajuapan","Oaxaca","South"
2014-09-07,19.2919773,-99.0963364,"obsr331950",NA,"Mexico City","Mexico City","Central"
2014-09-07,19.2919773,-99.0963364,"obsr44243",NA,"Mexico City","Mexico City","Central"
2014-09-07,19.2919773,-99.0963364,"obsr515703",NA,"Mexico City","Mexico City","Central"
2014-09-07,19.2919773,-99.0963364,"obsr341477",NA,"Mexico City","Mexico City","Central"
2014-09-07,19.2919773,-99.0963364,"obsr508392",NA,"Mexico City","Mexico City","Central"
2014-09-07,19.2919773,-99.0963364,"obsr426755",NA,"Mexico City","Mexico City","Central"
2014-09-07,19.2919773,-99.0963364,"obsr327061",NA,"Mexico City","Mexico City","Central"
2014-09-07,19.2919773,-99.0963364,"obsr446177",NA,"Mexico City","Mexico City","Central"
2014-09-07,19.2919773,-99.0963364,"obsr356191",4,"Mexico City","Mexico City","Central"
2014-09-07,19.29584,-99.09449,"Manuel Grosselet",NA,"Mexico City","Mexico City","Central"
2014-09-07,19.3021499,-99.0938152,"obsr341477",NA,"Mexico City","Mexico City","Central"
2014-09-07,19.270642,-99.048288,"obsr341484",2,"Mexico City","Mexico City","Central"
2014-09-07,19.2720703,-99.0624762,"obsr508392",NA,"Mexico City","Mexico City","Central"
2014-09-07,19.2720703,-99.0624762,"obsr44243",NA,"Mexico City","Mexico City","Central"
2014-09-07,19.2720703,-99.0624762,"obsr426755",NA,"Mexico City","Mexico City","Central"
2014-09-07,19.2720703,-99.0624762,"obsr515703",NA,"Mexico City","Mexico City","Central"
2014-09-07,19.2720703,-99.0624762,"obsr356191",NA,"Mexico City","Mexico City","Central"
2014-09-14,20.4988874,-99.9087238,"obsr284411",3,"Tequisquiapan","Queretaro","Central"
2014-09-15,29.1011019,-110.9424305,"obsr489522",17,"Hermosillo","Sonora","North"
2014-09-15,29.1011019,-110.9424305,"obsr258793",17,"Hermosillo","Sonora","North"
2014-09-15,29.1011019,-110.9424305,"obsr394756",17,"Hermosillo","Sonora","North"
2014-09-21,19.289798,-99.100242,"martinsv",NA,"Mexico City","Mexico City","Central"
2014-09-22,18.646855,-91.802616,"xochicoatzin",NA,"Ciudad del Carmen","Campeche","South"
2014-09-27,19.2813618,-99.1052198,"obsr446177",20,"Mexico City","Mexico City","Central"
2014-09-27,19.2813618,-99.1052198,"obsr426755",20,"Mexico City","Mexico City","Central"
2014-09-27,19.2871651,-99.1013575,"obsr446177",5,"Mexico City","Mexico City","Central"
2014-09-27,19.2871651,-99.1013575,"obsr426755",5,"Mexico City","Mexico City","Central"
2014-09-28,19.2919773,-99.0963364,"obsr134199",NA,"Mexico City","Mexico City","Central"
2014-09-28,19.2919773,-99.0963364,"obsr131936",NA,"Mexico City","Mexico City","Central"
2014-09-28,19.2919773,-99.0963364,"obsr44779",9,"Mexico City","Mexico City","Central"
2014-09-28,19.3021499,-99.0938152,"obsr134199",NA,"Mexico City","Mexico City","Central"
2014-09-28,19.3021499,-99.0938152,"obsr131936",NA,"Mexico City","Mexico City","Central"
2014-09-28,21.510444,-104.90056,"joanroma",NA,"Tepic","Nayarit","North"
2014-09-28,21.5105639,-104.900583,"obsr414086",4,"Tepic","Nayarit","North"
2014-09-28,19.2720703,-99.0624762,"obsr331950",NA,"Mexico City","Mexico City","Central"
2014-09-28,19.2720703,-99.0624762,"obsr341477",NA,"Mexico City","Mexico City","Central"
2014-10-05,19.2919773,-99.0963364,"obsr446177",2,"Mexico City","Mexico City","Central"
2014-10-05,19.2919773,-99.0963364,"obsr331950",2,"Mexico City","Mexico City","Central"
2014-10-09,20.5624683,-100.4170822,"obsr731573",10,"Santiago de Queretaro","Queretaro","Central"
2014-10-12,19.3010989,-99.0934181,"obsr428676",NA,"Mexico City","Mexico City","Central"
2014-10-12,19.3010989,-99.0934181,"obsr331950",NA,"Mexico City","Mexico City","Central"
2014-10-13,25.4374351,-100.9885359,"obsr148051",2,"Saltillo","Coahuila","North"
2014-10-13,19.2720703,-99.0624762,"obsr356191",80,"Mexico City","Mexico City","Central"
2014-10-18,19.47325,-99.09579,"aljenadrocor",NA,"Mexico City","Mexico City","Central"
2014-10-18,20.5674657,-100.4234934,"obsr353464",3,"Santiago de Queretaro","Queretaro","Central"
2014-10-18,20.5674657,-100.4234934,"obsr621928",3,"Santiago de Queretaro","Queretaro","Central"
2014-10-19,19.423209,-99.189526,"rocher_217",NA,"Mexico City","Mexico City","Central"
2014-10-19,27.9609358,-114.0563679,"obsr320179",1,"Guerrero Negro","Baja California Sur","Baja"
2014-10-19,27.9609358,-114.0563679,"obsr621928",1,"Guerrero Negro","Baja California Sur","Baja"
2014-10-23,29.1011019,-110.9424305,"obsr470078",9,"Hermosillo","Sonora","North"
2014-10-25,19.4913329,-98.8884544,"obsr400605",30,"Texcoco de Mora","Mexico","Central"
2014-10-26,27.9609358,-114.0563679,"obsr522102",NA,"Guerrero Negro","Baja California Sur","Baja"
2014-10-26,27.9609358,-114.0563679,"obsr320158",7,"Guerrero Negro","Baja California Sur","Baja"
2014-10-26,27.9609358,-114.0563679,"obsr320179",1,"Guerrero Negro","Baja California Sur","Baja"
2014-10-26,27.9609358,-114.0563679,"obsr621928",1,"Guerrero Negro","Baja California Sur","Baja"
2014-11-02,19.2720703,-99.0624762,"obsr131936",NA,"Mexico City","Mexico City","Central"
2014-11-02,19.2720703,-99.0624762,"obsr134199",NA,"Mexico City","Mexico City","Central"
2014-11-04,18.637235,-91.7784052,"obsr557883",2,"Ciudad del Carmen","Campeche","South"
2014-11-06,19.2720703,-99.0624762,"obsr415391",NA,"Mexico City","Mexico City","Central"
2014-11-06,24.0766375,-110.4062462,"obsr172190",27,"La Paz B.C.S","Baja California Sur","Baja"
2014-11-06,24.0766375,-110.4062462,"obsr159825",27,"La Paz B.C.S","Baja California Sur","Baja"
2014-11-07,19.4600777,-99.0741706,"obsr426755",11,"Mexico City","Mexico City","Central"
2014-11-08,19.29692,-99.09441,"Amado Demesa Arevalo",NA,"Mexico City","Mexico City","Central"
2014-11-08,21.2193009,-99.4745064,"obsr284411",4,"Jalpan de Serra","Queretaro","Central"
2014-11-08,21.2193009,-99.4745064,"obsr523171",4,"Jalpan de Serra","Queretaro","Central"
2014-11-09,21.871422,-102.333131,"adeuksom",NA,"Aguascalientes","Aguascalientes","North"
2014-11-09,19.2720703,-99.0624762,"obsr515703",4,"Mexico City","Mexico City","Central"
2014-11-10,19.4913329,-98.8884544,"obsr400605",2,"Texcoco de Mora","Mexico","Central"
2014-11-16,19.053884,-98.185185,"negronahual",NA,"Puebla","Puebla","Central"
2014-11-16,19.2720703,-99.0624762,"obsr508392",NA,"Mexico City","Mexico City","Central"
2014-11-17,19.2919773,-99.0963364,"obsr47784",2,"Mexico City","Mexico City","Central"
2014-11-19,19.5250343,-96.8817303,"obsr52442",5,"Xalapa ","Veracruz","South"
2014-11-19,19.5250343,-96.8817303,"obsr131498",5,"Xalapa ","Veracruz","South"
2014-11-22,19.29614,-99.093,"Elizabeth Torres Bahena",NA,"Mexico City","Mexico City","Central"
2014-11-23,19.2919773,-99.0963364,"obsr341477",20,"Mexico City","Mexico City","Central"
2014-11-23,19.2919773,-99.0963364,"obsr508392",20,"Mexico City","Mexico City","Central"
2014-11-23,19.2919773,-99.0963364,"obsr428676",20,"Mexico City","Mexico City","Central"
